0 		 start2 		 start2
1965 		 advmod 		 lwg__psp
1966 		 root 		 root
1967 		 aux 		 lwg_vaux
1968 		 punct 		 rsym
1969 		 start2 		 start2
1970 		 start1 		 start1
1971 		 nummod 		 enm
1972 		 obl 		 pof_cn
1973 		 obl 		 k1
1974 		 case 		 lwg__psp
1975 		 obl 		 r6
1976 		 root 		 root
1977 		 punct 		 rsym
1978 		 start2 		 start2
1979 		 start1 		 start1
1980 		 nsubj 		 k1
1981 		 advmod 		 nmod__adj
1982 		 nmod 		 k1s
1983 		 root 		 root
1984 		 punct 		 rsym
1985 		 dep 		 rsym
1986 		 conj 		 ccof
1987 		 punct 		 rsym
1988 		 start2 		 start2
1989 		 start1 		 start1
1990 		 advcl 		 rh
1991 		 obj 		 k2
1992 		 advcl 		 k7t
1993 		 punct 		 rsym
1994 		 acl:relcl 		 lwg__psp
1995 		 punct 		 rsym
1996 		 obl 		 rsym
1997 		 nsubj 		 k1
1998 		 compound 		 nmod__adj
1999 		 root 		 root
2000 		 aux 		 lwg_vaux
2001 		 punct 		 rsym
2002 		 start2 		 start2
2003 		 start1 		 start1
2004 		 iobj 		 k4
2005 		 nmod 		 lwg__psp
2006 		 nsubj:pass 		 k1
2007 		 obj 		 lwg__psp
2008 		 advmod 		 rd
2009 		 root 		 root
2010 		 aux:pass 		 lwg_vaux
2011 		 punct 		 rsym
2012 		 start2 		 start2
2013 		 start1 		 start1
2014 		 obl 		 nmod__adj
2015 		 case 		 k1
2016 		 nsubj 		 k1
2017 		 advmod 		 r6
2018 		 root 		 root
2019 		 aux 		 lwg_vaux
2020 		 aux:pass 		 lwg_vaux
2021 		 punct 		 rsym
2022 		 start2 		 start2
2023 		 start1 		 start1
2024 		 advmod 		 nmod__adj
2025 		 nmod 		 k1
2026 		 obl 		 lwg__psp
2027 		 compound 		 r6
2028 		 root 		 root
2029 		 punct 		 rsym
2030 		 mark 		 rsym
2031 		 cc 		 k1
2032 		 nsubj 		 k1
2033 		 conj 		 ccof
2034 		 punct 		 rsym
2035 		 cc 		 k1
2036 		 nsubj 		 k1
2037 		 dep 		 r6
2038 		 conj 		 ccof
2039 		 punct 		 rsym
2040 		 start2 		 start2
2041 		 start1 		 start1
2042 		 nmod 		 nmod__adj
2043 		 punct 		 rsym
2044 		 nmod 		 r6-k2
2045 		 compound 		 lwg__psp
2046 		 nsubj 		 k1
2047 		 nmod 		 lwg__psp
2048 		 amod 		 r6
2049 		 obl 		 lwg__psp
2050 		 case 		 nmod__adj
2051 		 case 		 nmod__adj
2052 		 root 		 root
2053 		 aux 		 lwg_vaux
2054 		 aux:pass 		 lwg_vaux
2055 		 punct 		 rsym
2056 		 start2 		 start2
2057 		 start1 		 start1
2058 		 compound 		 nmod__adj
2059 		 nsubj 		 k1
2060 		 compound 		 lwg__psp
2061 		 compound 		 r6
2062 		 compound 		 lwg__psp
2063 		 compound 		 nmod__adj
2064 		 compound 		 nmod__adj
2065 		 xcomp 		 k2
2066 		 root 		 root
2067 		 aux 		 lwg_vaux
2068 		 punct 		 rsym
2069 		 start2 		 start2
2070 		 start1 		 start1
2071 		 compound 		 nmod__adj
2072 		 obl 		 k1
2073 		 case 		 lwg__psp
2074 		 dep 		 r6
2075 		 nsubj 		 k1
2076 		 xcomp 		 k2
2077 		 root 		 root
2078 		 aux 		 lwg_vaux
2079 		 punct 		 rsym
